,Title,Type,Director,Cast,Release Year,Rating,Duration,Genre,Vote Average
3005,Closer,Movie,Mike Nichols,"Julia Roberts, Jude Law, Natalie Portman, Clive Owen",2004,R,104 min,Drama,6.828
3006,Closer,Movie,Mike Nichols,"Julia Roberts, Jude Law, Natalie Portman, Clive Owen",2004,R,104 min, Romance,6.828
3007,Good Newwz,Movie,Raj Mehta,"Akshay Kumar, Kareena Kapoor Khan, Diljit Dosanjh, Kiara Advani",2019,13+,131 min,Comedy,6.824
3008,Good Newwz,Movie,Raj Mehta,"Akshay Kumar, Kareena Kapoor Khan, Diljit Dosanjh, Kiara Advani",2019,13+,131 min, Drama,6.824
3009,Good Newwz,Movie,Raj Mehta,"Akshay Kumar, Kareena Kapoor Khan, Diljit Dosanjh, Kiara Advani",2019,13+,131 min, International,6.824
3010,Chikati Kathalu,Movie,Siripuram Rajesh,"Kalyani ( Lead ), Nagi Reddy, Harsha, Pranay, Vinay, Suman, Shiva",2021,16+,28 min,Drama,6.824
3011,Bad Reputation,Movie,Jim Hemphill,"Tabitha Brown, Kelly Goodner, Jennifer Holloway, Jerad Anderson, Jeff Kueppers, Sean A. Mulvihill",2005,18+,91 min,Drama,6.823
3012,Bad Reputation,Movie,Jim Hemphill,"Tabitha Brown, Kelly Goodner, Jennifer Holloway, Jerad Anderson, Jeff Kueppers, Sean A. Mulvihill",2005,18+,91 min, Horror,6.823
3013,Bad Reputation,Movie,Jim Hemphill,"Tabitha Brown, Kelly Goodner, Jennifer Holloway, Jerad Anderson, Jeff Kueppers, Sean A. Mulvihill",2005,18+,91 min, Suspense,6.823
3014,Trafficked,Movie,Will Wallace,"Ashley Judd, Elisabeth Röhm, Sean Patrick Flanery, Kelly Washington, Jessica Obilom, Alpa Banker, Anne Archer, Patrick Duffy",2017,R,100 min,Drama,6.822
3015,Trafficked,Movie,Will Wallace,"Ashley Judd, Elisabeth Röhm, Sean Patrick Flanery, Kelly Washington, Jessica Obilom, Alpa Banker, Anne Archer, Patrick Duffy",2017,R,100 min, Suspense,6.822
3016,The Stolen Princess,Movie,Oleg Malamuzh,"Alyson Leigh Rosenfeld, Dan Edwards, Abe Goldfarb, Andrew Watts",2019,ALL,87 min,Adventure,6.821
3017,The Stolen Princess,Movie,Oleg Malamuzh,"Alyson Leigh Rosenfeld, Dan Edwards, Abe Goldfarb, Andrew Watts",2019,ALL,87 min, Animation,6.821
3018,The Stolen Princess,Movie,Oleg Malamuzh,"Alyson Leigh Rosenfeld, Dan Edwards, Abe Goldfarb, Andrew Watts",2019,ALL,87 min, Kids,6.821
3019,Double Daddy,Movie,Lee Friedlander,"Mollee Gray, Brittany Curran, Cameron Palatas",2015,Unknown,86 min,Drama,6.818
3020,Double Daddy,Movie,Lee Friedlander,"Mollee Gray, Brittany Curran, Cameron Palatas",2015,Unknown,86 min, Suspense,6.818
3021,Local Boy,Movie,R.S Durai Senthilkumar,"Dhanush, Sneha, Mehreen Pirzada, Naveen Chandra, Naser, Munishkanth, Sathish",2020,ALL,140 min,Action,6.818
3022,Local Boy,Movie,R.S Durai Senthilkumar,"Dhanush, Sneha, Mehreen Pirzada, Naveen Chandra, Naser, Munishkanth, Sathish",2020,ALL,140 min, Drama,6.818
3023,Hard Candy,Movie,David Slade,"Patrick Wilson, Eliot Page, Sandra Oh",2006,R,104 min,Drama,6.817
3024,Hard Candy,Movie,David Slade,"Patrick Wilson, Eliot Page, Sandra Oh",2006,R,104 min, Suspense,6.817
3025,Rio Grande,Movie,John Ford,"John Wayne, Maureen O'Hara, Ben Johnson, Claude Jarman Jr., Harry Carey Jr.",1950,13+,105 min,Western,6.814
3026,Underworld,Movie,Roger Christian,"Denis Leary, Joe Mantegna, Annabella Sciora, Larry Bishop, Abe Vigoda",1997,R,95 min,Comedy,6.81
3027,Underworld,Movie,Roger Christian,"Denis Leary, Joe Mantegna, Annabella Sciora, Larry Bishop, Abe Vigoda",1997,R,95 min, Suspense,6.81
3028,Detective Byomkesh Bakshy,Movie,Dibakar Banerjee,"Anand Tiwari, Swastika Mukherjee, Neeraj Kabi, Meiyang Chang, Moumita Chakraborty, Sushant Singh Rajput, Divya Menon, Mark Bennington, Takanori Kikuchi, Dr Kaushik Ghosh, Shivam, Anindya Banerjee, Arindol Bagchi, Peter Wong, Pradipto Kumar Chakraborty, , Manoshi Nath, Tirtha Mallick, Prasun Gain, Aryann Bhaumik, Shaktipada Dey, Prashant Kumar, Nishant Kumar",2015,16+,138 min,Suspense,6.81
3029,Goodachari,Movie,Sashi Kiran Tikka,"Adivi Sesh, Sobhita Dhulipala, Madhu Shalini",2018,18+,142 min,International,6.809
3030,Goodachari,Movie,Sashi Kiran Tikka,"Adivi Sesh, Sobhita Dhulipala, Madhu Shalini",2018,18+,142 min, Suspense,6.809
3031,I Am Not Madame Bovary,Movie,Xiaogang Feng,"Fan Bingbing, Chengpeng Dong",2016,16+,139 min,Comedy,6.808
3032,I Am Not Madame Bovary,Movie,Xiaogang Feng,"Fan Bingbing, Chengpeng Dong",2016,16+,139 min, Drama,6.808
3033,Asin_tombstone_test_target_04,Movie,Test Director,"Test Actor 1, Test Actor 2",2019,G,0 min,Comedy,6.808
3034,Gli Onorevoli,Movie,Sergio Corbucci,"Peppino De Filippo, Totò",1963,13+,99 min,Comedy,6.808
3035,Cul-De-Sac,Movie,Roman Polanski,"Donald Pleasence, Francoise Dorleac",1966,13+,100 min,Drama,6.806
3036,Pantani: The Accidental Death of a Cyclist,Movie,James Erskine,"Andrea Gambadoro, Conan Sweeny",2014,13+,96 min,Documentary,6.806
3037,Pantani: The Accidental Death of a Cyclist,Movie,James Erskine,"Andrea Gambadoro, Conan Sweeny",2014,13+,96 min, Sports,6.806
3038,Harry Brown,Movie,Daniel Barber,"Michael Caine, Emily Mortimer, Joseph Gilgun, Sean Harris",2010,R,103 min,Action,6.804
3039,Harry Brown,Movie,Daniel Barber,"Michael Caine, Emily Mortimer, Joseph Gilgun, Sean Harris",2010,R,103 min, Drama,6.804
3040,Harry Brown,Movie,Daniel Barber,"Michael Caine, Emily Mortimer, Joseph Gilgun, Sean Harris",2010,R,103 min, Suspense,6.804
3041,Harry & Meghan: A Very Modern Romance,Movie,"Adrian Munsey, Vance Goodwin","Anthony Seldon, Richard Kay, Penny Junior, Katie Nicholl, Jeffrey Archer, Emily Nash, Sarah Bradford, Andrew Morton",2018,13+,52 min,Documentary,6.804
3042,Harry & Meghan: A Very Modern Romance,Movie,"Adrian Munsey, Vance Goodwin","Anthony Seldon, Richard Kay, Penny Junior, Katie Nicholl, Jeffrey Archer, Emily Nash, Sarah Bradford, Andrew Morton",2018,13+,52 min, Special Interest,6.804
3043,The Perfect Game,Movie,William Dear,"Clifton Collins Jr., Cheech Marin, Moises Arias, Ryan Ochoa, Jake T. Austin, Jansen Panettiere, Emilie de Ravin, Lou Gossett Jr.",2011,PG,117 min,Drama,6.803
3044,Cinderella,Movie,Kay Cannon,Camila Cabello,2021,PG,112 min,Comedy,6.803
3045,Cinderella,Movie,Kay Cannon,Camila Cabello,2021,PG,112 min, Fantasy,6.803
3046,Cinderella,Movie,Kay Cannon,Camila Cabello,2021,PG,112 min, Kids,6.803
3047,The Aeronauts,Movie,Tom Harper,"Felicity Jones, Eddie Redmayne, Himesh Patel, Tom Courtenay",2019,PG-13,100 min,Adventure,6.8
3048,The Aeronauts,Movie,Tom Harper,"Felicity Jones, Eddie Redmayne, Himesh Patel, Tom Courtenay",2019,PG-13,100 min, Drama,6.8
3049,The Aeronauts,Movie,Tom Harper,"Felicity Jones, Eddie Redmayne, Himesh Patel, Tom Courtenay",2019,PG-13,100 min, Romance,6.8
3050,Bravetown,Movie,Daniel Duran,"Josh Duhamel, Laura Dern, Lucas Till",2015,R,114 min,Arts,6.8
3051,Bravetown,Movie,Daniel Duran,"Josh Duhamel, Laura Dern, Lucas Till",2015,R,114 min, Entertainment,6.8
3052,Bravetown,Movie,Daniel Duran,"Josh Duhamel, Laura Dern, Lucas Till",2015,R,114 min, and Culture,6.8
3053,Bravetown,Movie,Daniel Duran,"Josh Duhamel, Laura Dern, Lucas Till",2015,R,114 min, Romance,6.8
3054,Iliza Shlesinger: Over & Over,Movie,Jonah Miles,Iliza Shlesinger,2019,18+,60 min,Comedy,6.8
3055,Iliza Shlesinger: Over & Over,Movie,Jonah Miles,Iliza Shlesinger,2019,18+,60 min, Documentary,6.8
3056,Iliza Shlesinger: Over & Over,Movie,Jonah Miles,Iliza Shlesinger,2019,18+,60 min, Special Interest,6.8
3057,Ice Princess Lily,Movie,Sven Unterwaldt,"Mackenzie Ziegler, Kristin Fairlie, Benedict Campbell, Kevin Dennis, Dan Petronijevic",2019,PG,89 min,Animation,6.8
3058,Ice Princess Lily,Movie,Sven Unterwaldt,"Mackenzie Ziegler, Kristin Fairlie, Benedict Campbell, Kevin Dennis, Dan Petronijevic",2019,PG,89 min, Kids,6.8
3059,Howl From Beyond The Fog,Movie,Daisuke Sato,Unknown,2021,13+,70 min,Science Fiction,6.8
3060,The Identity Theft Of Mitch Mustain,Movie,Matthew Wolfe,"Mitch Mustain, Nolan Richardson (Narrator), Joe Schad, Bo Mattingly, Clint Stoerner",2015,16+,101 min,Documentary,6.8
3061,The Identity Theft Of Mitch Mustain,Movie,Matthew Wolfe,"Mitch Mustain, Nolan Richardson (Narrator), Joe Schad, Bo Mattingly, Clint Stoerner",2015,16+,101 min, Drama,6.8
3062,The Identity Theft Of Mitch Mustain,Movie,Matthew Wolfe,"Mitch Mustain, Nolan Richardson (Narrator), Joe Schad, Bo Mattingly, Clint Stoerner",2015,16+,101 min, Sports,6.8
3063,Guigo Offline,Movie,René Guerra,"Antonio Haddad Aguerre, Pedro Goifman, Alexandre Cioletti, Roberto Rezende",2017,13+,51 min,Drama,6.8
3064,Guigo Offline,Movie,René Guerra,"Antonio Haddad Aguerre, Pedro Goifman, Alexandre Cioletti, Roberto Rezende",2017,13+,51 min, LGBTQ,6.8
3065,Cover Versions,Movie,Todd Berger,"Katie Cassidy, Drake Bell, Austin Swift, Jerry Trainor, Debby Ryan, Ashley Argota, Jenn An",2018,R,87 min,Suspense,6.8
3066,Angulika,Movie,Prem Aryan,"Priyamani, Dev Gill",2021,13+,130 min,Horror,6.8
3067,Angulika,Movie,Prem Aryan,"Priyamani, Dev Gill",2021,13+,130 min, Suspense,6.8
3068,Michael Ian Black: Noted Expert,Movie,Ryan Polito,Michael Ian Black,2016,18+,60 min,Arts,6.8
3069,Michael Ian Black: Noted Expert,Movie,Ryan Polito,Michael Ian Black,2016,18+,60 min, Entertainment,6.8
3070,Michael Ian Black: Noted Expert,Movie,Ryan Polito,Michael Ian Black,2016,18+,60 min, and Culture,6.8
3071,Michael Ian Black: Noted Expert,Movie,Ryan Polito,Michael Ian Black,2016,18+,60 min, Comedy,6.8
3072,Michael Ian Black: Noted Expert,Movie,Ryan Polito,Michael Ian Black,2016,18+,60 min, Special Interest,6.8
3073,The Rocket,Movie,Richard Blake,"Brady Tutton, Richard Blake, Dawn Holt Lauber, Carl Ciske",2020,7+,87 min,Drama,6.8
3074,The Rocket,Movie,Richard Blake,"Brady Tutton, Richard Blake, Dawn Holt Lauber, Carl Ciske",2020,7+,87 min, Sports,6.8
3075,Adithya Varma,Movie,Gireesaaya,"Dhruv Vikram, Banita Sandhu, Priya Anand, Anbu",2019,18+,165 min,Drama,6.8
3076,Adithya Varma,Movie,Gireesaaya,"Dhruv Vikram, Banita Sandhu, Priya Anand, Anbu",2019,18+,165 min, International,6.8
3077,Armageddon,Movie,Michael Bay,"Bruce Willis, Billy Thornton, Liv Tyler, Ben Affleck, Will Patton, Peter Stormare, Keith David",1998,PG-13,151 min,Action,6.8
3078,Armageddon,Movie,Michael Bay,"Bruce Willis, Billy Thornton, Liv Tyler, Ben Affleck, Will Patton, Peter Stormare, Keith David",1998,PG-13,151 min, Adventure,6.8
3079,Pioneer,Movie,Erik Skjoldbjærg,"Aksel Hennie, Wes Bentley, Stephanie Sigman",2014,R,111 min,Action,6.8
3080,Pioneer,Movie,Erik Skjoldbjærg,"Aksel Hennie, Wes Bentley, Stephanie Sigman",2014,R,111 min, Adventure,6.8
3081,Pioneer,Movie,Erik Skjoldbjærg,"Aksel Hennie, Wes Bentley, Stephanie Sigman",2014,R,111 min, Suspense,6.8
3082,Lincoln@Gettysburg,Movie,Peter Schnall,"Anthony Aroya, Robert Broski, David Corradetti, Slade Demarco",2014,13+,55 min,Documentary,6.8
3083,Black Hawk Down: The Untold Story,Movie,Randall Larsen,General Mark A. Milley,2019,Unknown,69 min,Documentary,6.8
3084,The Break,Movie,Michael Elkin,"Rutger Hauer, Sam Gittins, Jamie Foreman, David Yip, Adam Deacon, Luke Mably",2021,16+,107 min,Suspense,6.8
3085,Raja Chinna Roja,Movie,S. P. Muthuraman,"Rajinikanth, Gautami, Raghuvaran, Ravichandran, Shalini, Chinni Jayanth",1989,13+,150 min,Action,6.8
3086,Raja Chinna Roja,Movie,S. P. Muthuraman,"Rajinikanth, Gautami, Raghuvaran, Ravichandran, Shalini, Chinni Jayanth",1989,13+,150 min, Comedy,6.8
3087,Raja Chinna Roja,Movie,S. P. Muthuraman,"Rajinikanth, Gautami, Raghuvaran, Ravichandran, Shalini, Chinni Jayanth",1989,13+,150 min, Drama,6.8
3088,My Summer As A Goth,Movie,Tara Johnson-Medinger,"Natalie Shershow, Jack Levis, Rachelle Henry, Jonah Kersey, Natasha Duvall, Neil Green, Tristan Decker",2020,13+,101 min,Comedy,6.8
3089,My Summer As A Goth,Movie,Tara Johnson-Medinger,"Natalie Shershow, Jack Levis, Rachelle Henry, Jonah Kersey, Natasha Duvall, Neil Green, Tristan Decker",2020,13+,101 min, Drama,6.8
3090,The Ark of Disperata,Movie,Edoardo Winspeare,"Gustavo Caputo, Antonio Carluccio, Claudio Giangreco, Celeste Casciaro, Davide Riso, Alessandra De Luca, Francesco Ferrante, Antonio Pennarella, Tommasina Cacciatore, Marco Antonio Romano",2017,13+,111 min,Comedy,6.8
3091,The Ark of Disperata,Movie,Edoardo Winspeare,"Gustavo Caputo, Antonio Carluccio, Claudio Giangreco, Celeste Casciaro, Davide Riso, Alessandra De Luca, Francesco Ferrante, Antonio Pennarella, Tommasina Cacciatore, Marco Antonio Romano",2017,13+,111 min, Drama,6.8
3092,The Real Macaw,Movie,Mario Andreacchio,"Jamie Croft, Debora-Lee Furness, Joe Petruzzi",1999,G,93 min,Action,6.8
3093,The Real Macaw,Movie,Mario Andreacchio,"Jamie Croft, Debora-Lee Furness, Joe Petruzzi",1999,G,93 min, Kids,6.8
3094,Lesa Lesa,Movie,Priyadarshan,"Shaam, Trisha, Vivek, Radharavi, Madhavan, Sreenivasan",2003,13+,154 min,Romance,6.8
3095,Changing the Game,Movie,Rel Dowdell,"Jakobi Alvin, Suzanne Douglas, Thomas Staten",2012,R,103 min,Action,6.8
3096,Changing the Game,Movie,Rel Dowdell,"Jakobi Alvin, Suzanne Douglas, Thomas Staten",2012,R,103 min, Drama,6.8
3097,Kabadadaari,Movie,Pradeep Krishnamoorthy,"Sibi Sathyaraj, Nanditha Swetha, Nasser, JP",2021,16+,137 min,Suspense,6.8
3098,Abducted: The Jocelyn Shaker Story,Movie,Conor Allyn,"Kathleen Rose Perkins, Kamar de los Reyes, Marcela Mar, Luis Fernando Hoyos, Eileen Roca, Carlos Manuel Vesga",2016,UNRATED,87 min,Suspense,6.8
3099,Corridor Digital,Movie,Sam Gorski,"Sam Gorski, Niko Pueringer",2021,16+,36 min,Action,6.8
3100,The Infernal Walker,Movie,Ka Fai Wong,"Kenneth Chan, Pak-ho Chau, Shiga Lin, Ray Lui, Michael Tse",2020,13+,90 min,Action,6.8
3101,The Infernal Walker,Movie,Ka Fai Wong,"Kenneth Chan, Pak-ho Chau, Shiga Lin, Ray Lui, Michael Tse",2020,13+,90 min, Drama,6.8
3102,Magic Trip,Movie,"Alex Gibney, Allison Elwood",Unknown,2011,R,107 min,Documentary,6.8
3103,Kaka Ji - Son of Royal Sardar,Movie,Mandeep Benipal,"Dev Kharoud, Aarushi Sharma, Jagjeet Sandhu",2019,13+,123 min,Comedy,6.8
3104,Kaka Ji - Son of Royal Sardar,Movie,Mandeep Benipal,"Dev Kharoud, Aarushi Sharma, Jagjeet Sandhu",2019,13+,123 min, Drama,6.8
3105,Kaka Ji - Son of Royal Sardar,Movie,Mandeep Benipal,"Dev Kharoud, Aarushi Sharma, Jagjeet Sandhu",2019,13+,123 min, Romance,6.8
3106,Joni,Movie,James F. Collier,"Joni Eareckson Tada, Bert Remsen, Katherine DeHetre, Cooper Huckabee, John Milford, Michael Mancini",1979,PG,112 min,Drama,6.8
3107,Jonas Kaufmann - a global star in private,Movie,Michael Giehmann,"Jonas Kaufmann, Christiane Kaufmann, Charlotte Kaufmann, Thomas Voigt, Professor Helmut Deutsch, Judith Williams, Alexander-Klaus Stecher",2020,NR,75 min,Documentary,6.8
3108,Legend of the Red Dragon,Movie,"Jing Wong, Corey Yuen",Jet Li,2002,R,87 min,Action,6.8
3109,Legend of the Red Dragon,Movie,"Jing Wong, Corey Yuen",Jet Li,2002,R,87 min, Adventure,6.8
3110,Legend of the Red Dragon,Movie,"Jing Wong, Corey Yuen",Jet Li,2002,R,87 min, Comedy,6.8
3111,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Movie,Larry Charles,"Sacha Baron Cohen, Pamela Anderson, Ken Davitian, Luenell, Bob Barr, David Corcoran, Mitchell Falk, Alan Keyes",2006,R,84 min,Comedy,6.8
3112,Saint Ralph,Movie,Michael McGowan,"Adam Butcher, Campbell Scott, Gordon Pinsent, Jennifer Tilly, Shauna MacDonald, Tamara Hope, Gerard Parkes",2005,PG-13,98 min,Comedy,6.8
3113,Saint Ralph,Movie,Michael McGowan,"Adam Butcher, Campbell Scott, Gordon Pinsent, Jennifer Tilly, Shauna MacDonald, Tamara Hope, Gerard Parkes",2005,PG-13,98 min, Drama,6.8
3114,Rebelion De Los Colgados Aka The Rebelion Of The Hanged,Movie,"Alfredo B. Crevenn, Emilio Fernandez",Unknown,2021,13+,85 min,Drama,6.8
3115,Peace Piece: The Immersive Poems Of Mandy Kahn (Director's Cut),Movie,Courtney Sell,Unknown,2021,13+,75 min,Arts,6.8
3116,Peace Piece: The Immersive Poems Of Mandy Kahn (Director's Cut),Movie,Courtney Sell,Unknown,2021,13+,75 min, Entertainment,6.8
3117,Peace Piece: The Immersive Poems Of Mandy Kahn (Director's Cut),Movie,Courtney Sell,Unknown,2021,13+,75 min, and Culture,6.8
3118,Not That Funny,Movie,Lauralee Farrer,"Tony Hale, Brigid Brannagh, K Callan, Timothy V. Murphy, John Kapelos, Nick Thune, Erin Way",2014,PG-13,99 min,Comedy,6.8
3119,Not That Funny,Movie,Lauralee Farrer,"Tony Hale, Brigid Brannagh, K Callan, Timothy V. Murphy, John Kapelos, Nick Thune, Erin Way",2014,PG-13,99 min, Drama,6.8
3120,Thappad (4K UHD),Movie,Anubhav Sushila Sinha,"Gracy Bitin Goswami, Manju Gupta, Sandeep Yadav, Ratna Pathak Shah, Naila Grewal, Maya Sarao, Ankur Rathee, Geetika Vidya, Taapsee Pannu, Sushil Dahiya, Rohan Khurana, Purenendu Bhattacharya, Kumud Mishra, Dr. Anil Rastogi, Santanu Ghatak, Dia Mirza, Tanvi Azmi, Harshh A. Singh, Ram Kapoor, Pavail Gulati, Bhavesh Babani, Manav Kaul, Siddhant Mahesh Karnick, Niddhi Uttam",2020,13+,142 min,Drama,6.8
3121,That Sugar Film,Movie,Damon Gameau,Damon Gameau,2015,7+,102 min,Documentary,6.8
3122,That Sugar Film,Movie,Damon Gameau,Damon Gameau,2015,7+,102 min, Special Interest,6.8
3123,Bloodworth,Movie,Shane Dax Taylor,"Kris Kristofferson, Frances Conroy, Dwight Yoakam, Reece Daniel Thompson, W. Earl Brown, Hilarie Burton, Sheila Kelley, Val Kilmer, Hilary Duff",2011,R,95 min,Drama,6.8
3124,All The Men In My Life,Movie,"Leila Djansi, Ryan Daly","Rochelle Aytes, Brian White, Obba Babatude",2021,18+,77 min,Romance,6.8
3125,A Mother's Escape,Movie,Blair Hayes,"Tara Buck, Damon Carney, Larry Jack Dotson, Beth Grant, Spencer Mabrey",2017,18+,93 min,Suspense,6.8
3126,Citizens of the World,Movie,Gianni Di Gregorio,"Alessandro Bernardini, Alberto Buccolini, Marco Caldoro, Riccardo Ciancarelli, Michelangelo Ciminale",2020,16+,92 min,Comedy,6.8
3127,Citizens of the World,Movie,Gianni Di Gregorio,"Alessandro Bernardini, Alberto Buccolini, Marco Caldoro, Riccardo Ciancarelli, Michelangelo Ciminale",2020,16+,92 min, Drama,6.8
3128,Stick Man,Movie,"Jeroen Jaspaert, Daniel Snaddon","Martin Freeman, Jennifer Saunders, Russell Tovey, Hugh Bonneville, Rob Brydon, Sally Hawkins",2015,ALL,27 min,Adventure,6.8
3129,Stick Man,Movie,"Jeroen Jaspaert, Daniel Snaddon","Martin Freeman, Jennifer Saunders, Russell Tovey, Hugh Bonneville, Rob Brydon, Sally Hawkins",2015,ALL,27 min, Animation,6.8
3130,Stick Man,Movie,"Jeroen Jaspaert, Daniel Snaddon","Martin Freeman, Jennifer Saunders, Russell Tovey, Hugh Bonneville, Rob Brydon, Sally Hawkins",2015,ALL,27 min, Kids,6.8
3131,Soledad,Movie,"Eduardo Maytorena, Wayne Mitchell","Chase Austin, Jesse Celedon, Roseny Carrero",2014,18+,84 min,Drama,6.8
3132,DON'T FORGET YOU'RE GOING TO DIE,Movie,Xavier Beauvois,Xavier Beauvois Chiara Mastroianni  Roschdy Zem,1995,R,117 min,Drama,6.8
3133,The Basket,Movie,Rich Cowan,"Peter Coyote, Karen Allen, Robert Burke",2000,PG,105 min,Drama,6.8
3134,The Basket,Movie,Rich Cowan,"Peter Coyote, Karen Allen, Robert Burke",2000,PG,105 min, Sports,6.8
3135,Marked Man,Movie,Marc F. Voizard,"Roddy Piper, Jane Wheeler, Miles O'Keeffe, Chris Bolton",1997,R,94 min,Action,6.8
3136,Marked Man,Movie,Marc F. Voizard,"Roddy Piper, Jane Wheeler, Miles O'Keeffe, Chris Bolton",1997,R,94 min, Drama,6.8
3137,The Christmas Elves,Movie,Diane Paloma Eskenazi,Unknown,2016,ALL,52 min,Animation,6.8
3138,The Christmas Elves,Movie,Diane Paloma Eskenazi,Unknown,2016,ALL,52 min, Kids,6.8
3139,Cut The Rope: Om Nom Stories - Getting Healthy,Movie,"Arthur Merkulov, Nikita Yurov, Vladimir Gerasimov","Cut the Rope, Om Nom",2021,ALL,51 min,Animation,6.8
3140,Cut The Rope: Om Nom Stories - Getting Healthy,Movie,"Arthur Merkulov, Nikita Yurov, Vladimir Gerasimov","Cut the Rope, Om Nom",2021,ALL,51 min, Kids,6.8
3141,Tongi Tongi Chudamaku Chandamama,Movie,Anandh kanumolu,"Dilip, Sravani, Gemini suresh, Kumar sai, Karthik ainala",2021,16+,136 min,Drama,6.8
3142,Tongi Tongi Chudamaku Chandamama,Movie,Anandh kanumolu,"Dilip, Sravani, Gemini suresh, Kumar sai, Karthik ainala",2021,16+,136 min, Romance,6.8
3143,Where The Red Fern Grows,Movie,Norman Tokar,"James Whitmore, Beverly Garland, Jack Ging",1974,7+,97 min,Kids,6.8
3144,Manhunt: Search for the Night Stalker,Movie,Bruce Seth Green,"Richard Jordan, A Martinez, Julie Carmen, Alan Feinstein, Lisa Eilbacher, Soon-Tek Oh",1989,16+,95 min,Documentary,6.8
3145,Manhunt: Search for the Night Stalker,Movie,Bruce Seth Green,"Richard Jordan, A Martinez, Julie Carmen, Alan Feinstein, Lisa Eilbacher, Soon-Tek Oh",1989,16+,95 min, Suspense,6.8
3146,Chikati Gadilo Chithakotudu,Movie,Santosh P Jayakumar,"Arun Adith, Hemanth, Nikki Tamboli, Bhagyashree Mote",2019,18+,107 min,Comedy,6.8
3147,Chikati Gadilo Chithakotudu,Movie,Santosh P Jayakumar,"Arun Adith, Hemanth, Nikki Tamboli, Bhagyashree Mote",2019,18+,107 min, International,6.8
3148,Extraordinary: The Seeding,Movie,Jon Sumple,"April Malloy, Geraldine Orozco, Robert Fullington, Richard Dolan, Barbara Lamb, Yvonne Smith, Marc D'Antonio, Alejandro Rojas, Chase Kloetzke, Susan Bedell, Melinda Leslie, Sierra Neblina, Maren Mastin, Jason Friend",2019,13+,104 min,Documentary,6.8
3149,Extraordinary: The Seeding,Movie,Jon Sumple,"April Malloy, Geraldine Orozco, Robert Fullington, Richard Dolan, Barbara Lamb, Yvonne Smith, Marc D'Antonio, Alejandro Rojas, Chase Kloetzke, Susan Bedell, Melinda Leslie, Sierra Neblina, Maren Mastin, Jason Friend",2019,13+,104 min, Science Fiction,6.8
3150,American Visa,Movie,Juan Carlos Valdivia,"Demián Bichir, Kate del Castillo, Roberto Barbery",2005,R,101 min,Action,6.8
3151,American Visa,Movie,Juan Carlos Valdivia,"Demián Bichir, Kate del Castillo, Roberto Barbery",2005,R,101 min, Drama,6.8
3152,American Visa,Movie,Juan Carlos Valdivia,"Demián Bichir, Kate del Castillo, Roberto Barbery",2005,R,101 min, Romance,6.8
3153,James Brown - Mr Dynamite: The Rise Of James Brown,Movie,Alex Gibney,James Brown,2015,13+,120 min,Documentary,6.8
3154,James Brown - Mr Dynamite: The Rise Of James Brown,Movie,Alex Gibney,James Brown,2015,13+,120 min, Music Videos and Concerts,6.8
3155,We Bought A Zoo: Direct Effect: Cameron Crowe,Movie,Cameron Crowe,Unknown,2011,PG,5 min,Drama,6.8
3156,We Bought A Zoo: In Character with Matt Damon and Scarlett Johansson,Movie,Cameron Crowe,Unknown,2011,PG,5 min,Drama,6.8
3157,Lusitania,Movie,Christopher Spencer,"John Hannah, Kenneth Cranham",2007,16+,91 min,Action,6.8
3158,Lusitania,Movie,Christopher Spencer,"John Hannah, Kenneth Cranham",2007,16+,91 min, Drama,6.8
3159,Gimme Danger,Movie,Jim Jarmusch,"Iggy Pop, Ron Asheton, ScottAsheton, James Williamson, Steve Mackay, Mike Watt, Kathy Asheton, Danny Fields",2016,R,109 min,Documentary,6.8
3160,Gimme Danger,Movie,Jim Jarmusch,"Iggy Pop, Ron Asheton, ScottAsheton, James Williamson, Steve Mackay, Mike Watt, Kathy Asheton, Danny Fields",2016,R,109 min, Music Videos and Concerts,6.8
3161,Gimme Danger,Movie,Jim Jarmusch,"Iggy Pop, Ron Asheton, ScottAsheton, James Williamson, Steve Mackay, Mike Watt, Kathy Asheton, Danny Fields",2016,R,109 min, Special Interest,6.8
3162,Gil Mantera's Party Dream,Movie,Baeble Music,Unknown,2011,NR,55 min,Music Videos and Concerts,6.8
3163,Fiddler: A Miracle of Miracles,Movie,Max Lewkowicz,Lin Manuel Miranda,2019,PG,97 min,Documentary,6.8
3164,We Bought A Zoo: In Character with Scarlett Johansson,Movie,Cameron Crowe,Unknown,2011,PG,5 min,Drama,6.8
3165,Cerebrum,Movie,Arvi,"James Russo, Alexxis Lemire, Christian James, Anirudh Pisharody",2021,16+,121 min,Science Fiction,6.8
3166,Cerebrum,Movie,Arvi,"James Russo, Alexxis Lemire, Christian James, Anirudh Pisharody",2021,16+,121 min, Suspense,6.8
3167,We Bought A Zoo: World Premiere,Movie,Cameron Crowe,Unknown,2011,PG,5 min,Drama,6.8
3168,My Foolish Heart,Movie,Mark Robson,"Dana Andrews, Susan Hayward, Kent Smith",1950,13+,99 min,Drama,6.8
3169,My Foolish Heart,Movie,Mark Robson,"Dana Andrews, Susan Hayward, Kent Smith",1950,13+,99 min, Romance,6.8
3170,A Stormy Night,Movie,David Moragas,"Jacob Perkins, David Moragas, Jordan Geiger, Marc Di Francesco",2020,NR,77 min,Drama,6.8
