,Type,Title,Country,Director,Cast,Release Year,Date Added,Rating,Duration,Genres,Vote Average
770,Movie,Queen of Katwe,United States,Mira Nair,"David Oyelowo, Lupita Nyong'o, Madina Nalwanga, Martin Kabanza, Taryn Kyaze, Esther Tebandeke",2016,"November 12, 2019",PG,125 min,"Biographical, Drama, Sports",7.241
753,Movie,Pirates of the Caribbean: At World's End,United States,Gore Verbinski,"Johnny Depp, Orlando Bloom, Keira Knightley, Stellan Skarsgård, Bill Nighy, Chow Yun-Fat",2007,"November 12, 2019",PG-13,169 min,"Action-Adventure, Fantasy",7.241
738,Movie,One Man Band,United States,"Mark Andrews, Andrew Jimenez",Unknown,2006,"November 12, 2019",G,5 min,"Animation, Comedy, Family",7.241
351,Movie,The Last Song,United States,Julie Robinson,"Miley Cyrus, Liam Hemsworth, Bobby Coleman, Nick Searcy, Kelly Preston, Greg Kinnear",2010,"April 1, 2020",PG,109 min,"Coming of Age, Drama, Music",7.239
884,Movie,The Greatest Game Ever Played,"United States, Canada",Bill Paxton,"Shia LaBeouf, Stephen Dillane, Peter Firth, Elias Koteas, Stephen Marcus, Josh Flitter",2005,"November 12, 2019",PG,122 min,"Biographical, Sports",7.233
959,Movie,Thru the Mirror,United States,Dave Hand,"Walt Disney, Marcelite Garner, Sonny Dawson",1936,"November 12, 2019",TV-G,10 min,"Animation, Comedy, Family",7.228
173,Movie,Ferdinand,"United States, Spain",Carlos Saldanha,"Jack Gore, Jet Jurgensmeyer, Nile Diaz, Colin H. Murphy, Carlos Saldanha, Jeremy Sisto",2017,"January 8, 2021",PG,111 min,"Action-Adventure, Animation, Comedy",7.225
376,Movie,Destino,"France, United States",Monfery Dominique,Dora Luz,2003,"January 10, 2020",PG,6 min,"Animation, Family, Romance",7.206
220,Movie,Toy Story of Terror!,United States,Angus MacLane,"Tom Hanks, Tim Allen, Joan Cusack, Carl Weathers, Stephen Tobolowsky, Timothy Dalton",2013,"October 23, 2020",TV-G,22 min,"Animation, Comedy, Family",7.205
192,Movie,Ralph Breaks the Internet,United States,"Rich Moore, Phil Johnston","John C. Reilly, Sarah Silverman, Gal Gadot, Jane Lynch, Jack McBrayer, Alan Tudyk",2018,"December 11, 2020",PG,116 min,"Action-Adventure, Animation, Comedy",7.204
919,Movie,The Princess and the Frog,United States,"John Musker, Ron Clements","Anika Rose, Bruno Campos, Keith David, Michael-Leon Wooley, Jennifer Cody, Jim Cummings",2009,"November 12, 2019",G,99 min,"Animation, Comedy, Family",7.201
675,Movie,Man Among Cheetahs,United States,Unknown,Bob Poole,2017,"November 12, 2019",TV-PG,44 min,"Animals & Nature, Documentary, Family",7.2
121,Movie,Let's Be Tigers,Unknown,Stephanie Abel Horowitz,"Otmara Marrero, Dash McCloud, Greg Worswick, Mike Millan",2021,"May 28, 2021",PG,15 min,Drama,7.2
790,Movie,Roving Mars,United States,George Butler,"Paul Newman, Steve Squyres, Rob Manning, Dr. Elachi, Wayne Lee",2006,"November 12, 2019",G,41 min,"Documentary, Family",7.2
84,Movie,Built for Mars: The Perseverance Rover,Unknown,Mark J Davis,Steven French,2021,"July 30, 2021",TV-PG,88 min,Documentary,7.2
199,Movie,The Disney Holiday Singalong,United States,Unknown,"Ryan Seacrest, Andrea Bocelli, BTS , Michael Bublé, Ciara , Chloe x Halle",2020,"December 4, 2020",TV-G,45 min,"Family, Music, Variety",7.2
140,Movie,Mark Twain and Me,"Canada, United States",Daniel Petrie,"Jason Robards, Talia Shire, R.H. Thomson, Fiona Reid, Chris Wiggins, Amy Stewart",1991,"April 9, 2021",TV-PG,93 min,"Biographical, Coming of Age, Drama",7.2
914,Movie,The Parent Trap (1961),United States,David Swift,"Hayley Mills, Maureen O'Hara, Brian Keith, Charlie Ruggles, Una Merkel, Leo Carroll",1961,"November 12, 2019",G,129 min,"Comedy, Family, Romance",7.2
949,Movie,The Vanishing Prairie,United States,James Algar,Winston Hibler,1954,"November 12, 2019",G,71 min,"Animals & Nature, Documentary, Family",7.2
799,Movie,Science Fair,United States,"Cristina Costantini, Darren Foster","Anjali Chadha, Ryan Folz, Harsha Paladugu, Abraham Riedel-Mishaan, Kashfia Rahman, Ivo Zell",2018,"November 12, 2019",PG,91 min,"Documentary, Family",7.2
913,Movie,The Parent Trap,"United States, United Kingdom",Nancy Meyers,"Dennis Quaid, Natasha Richardson, Lisa Walter, Elaine Hendrix, Simon Kunz, Ronnie Stevens",1998,"November 12, 2019",PG,129 min,"Comedy, Family, Romance",7.2
395,Movie,Drain The Titanic,"United Kingdom, Canada, United States",Jobim Sampson,Russell Boulter,2015,"January 1, 2020",TV-PG,45 min,"Documentary, Historical",7.2
980,Movie,Tree Climbing Lions,Unknown,Unknown,Alexander Braczkowski,2018,"November 12, 2019",TV-PG,45 min,"Animals & Nature, Documentary, Family",7.2
374,Movie,Lamp Life,United States,Valerie LaPointe,"Annie Potts, Jim Hanks, Ally Maki, Emily Davis",2020,"January 31, 2020",TV-G,11 min,"Animation, Comedy, Family",7.2
123,Movie,The Little Prince(ss),Unknown,Moxie Peng,"Kalo Moss, Ching Yin Ryan Hu, Evan Lai, Brian Yang, Lynn Chen, Danni Wang",2021,"May 28, 2021",PG,19 min,Drama,7.2
801,Movie,Secret of The Wings,"United States, India, United Kingdom",Peggy Holmes,"Mae Whitman, Lucy Hale, Timothy Dalton, Jeff Bennett, Lucy Liu, Raven-Symoné",2012,"November 12, 2019",G,79 min,"Animation, Fantasy, Kids",7.198
83,Movie,Mrs. Doubtfire,United States,Chris Columbus,"Robin Williams, Sally Field, Pierce Brosnan, Harvey Fierstein, Polly Holliday, Lisa Jakub",1993,"August 6, 2021",PG-13,126 min,"Comedy, Drama",7.189
855,Movie,The Band Concert,United States,"Wilfred Jackson, Walt Disney",Clarence Nash,1935,"November 12, 2019",TV-Y7,10 min,"Animation, Family, Kids",7.188
0,Movie,Duck the Halls: A Mickey Mouse Christmas Special,Unknown,"Alonso Ramirez Ramos, Dave Wasson","Chris Diamantopoulos, Tony Anselmo, Tress MacNeille, Bill Farmer, Russi Taylor, Corey Burton",2016,"November 26, 2021",TV-G,23 min,"Animation, Family",7.188
438,Movie,Alice in Wonderland,United States,"Clyde Geronimi, Hamilton Luske, Wilfred Jackson","Ed Wynn, Richard Haydn, Sterling Holloway, Jerry Colonna, Verna Felton, Pat O'Malley",1951,"November 12, 2019",G,79 min,"Action-Adventure, Animation, Family",7.187
973,Movie,Toy Story Toons: Partysaurus Rex,United States,Mark Walsh,"Tom Hanks, Tim Allen, Wallace Shawn, Corey Burton, Tony Cox, Don Fullilove",2012,"November 12, 2019",G,9 min,"Animation, Comedy, Family",7.187
745,Movie,Peter Pan,United States,"Hamilton Luske, Clyde Geronimi, Wilfred Jackson","Bobby Driscoll, Kathryn Beaumont, Hans Conried, Bill Thompson, Heather Angel, Paul Collins",1953,"November 12, 2019",G,79 min,"Action-Adventure, Animation, Family",7.183
1030,Movie,Eddie the Eagle,"United Kingdom, Germany, United States",Dexter Fletcher,"Tom Costello, Jo Hartley, Keith Allen, Dickon Tolson, Jack Costello, Taron Egerton",2016,"December 18, 2020",PG-13,107 min,"Biographical, Comedy, Drama",7.178
992,Movie,Waking Sleeping Beauty,United States,Don Hahn,"Don Hahn, Ron Clements, Roy Disney, Glen Keane, Jeffrey Katzenberg, Roger Allers",2010,"November 12, 2019",PG,87 min,Documentary,7.172
168,Movie,Upside-Down Magic,"United States, Canada",Joe Nussbaum,"Izabela Rose, Siena Agudong, Kyle Howard, Elie Samouhi, Alison Fernandez, Max Torina",2020,"February 5, 2021",TV-PG,97 min,"Coming of Age, Fantasy",7.161
286,Movie,Trail Mix-Up,United States,Barry Cook,"Charles Fleischer, Kathleen Turner, April Winchell, Lou Hirsch, Corey Burton, Frank Welker",1993,"June 19, 2020",TV-G,9 min,"Action-Adventure, Animation, Comedy",7.159
421,Movie,The Wonderful World of Disney Presents The Little Mermaid Live!,United States,Hamish Hamilton,"Auli'i Cravalho, Queen Latifah, Shaggy , John Stamos, Graham Phillips, Amber Riley",2019,"November 27, 2019",TV-PG,84 min,"Concert Film, Family, Fantasy",7.146
24,Movie,Tangled Ever After,United States,"Nathan Greno, Byron Howard","Mandy Moore, Zachary Levi, Alan Dale, Paul F. Tompkins, Kari Wahlgren, Mark Allen Stewart",2012,"November 12, 2021",G,9 min,"Animation, Family",7.142
786,Movie,Riley’s First Date?,United States,Josh Cooley,"Lori Alan, Carlos Alazraqui, Lewis Black, Josh Cooley, Ben Cox, Kaitlyn Dias",2015,"November 12, 2019",G,8 min,"Animation, Comedy, Coming of Age",7.139
240,Movie,Trick or Treat,United States,Jack Hannah,Unknown,1952,"September 4, 2020",TV-G,9 min,"Animation, Family, Fantasy",7.138
765,Movie,Pooh's Grand Adventure: The Search for Christopher Robin,United States,Karl Geurs,"Jim Cummings, John Fiedler, Ken Sansom, Andre Stojka, Peter Cullen, Brady Bluhm",1997,"November 12, 2019",TV-G,78 min,"Action-Adventure, Animation, Kids",7.136
876,Movie,The Fox and the Hound,United States,"Art Stevens, Ted Berman, Richard Rich","Mickey Rooney, Kurt Russell, Pearl Bailey, Jack Albertson, Sandy Duncan, Jeanette Nolan",1981,"November 12, 2019",G,85 min,"Action-Adventure, Animation, Buddy",7.131
869,Movie,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","United Kingdom, United States",Andrew Adamson,"Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell, Tilda Swinton, James McAvoy",2005,"November 12, 2019",PG,147 min,"Action-Adventure, Family, Fantasy",7.128
375,Movie,The Lion King,"United States, United Kingdom, South Africa",Jon Favreau,"Donald Glover, Seth Rogen, Chiwetel Ejiofor, Alfre Woodard, Billy Eichner, John Kani",2019,"January 28, 2020",PG,125 min,"Action-Adventure, Coming of Age, Drama",7.124
686,Movie,Marvel Studios' Doctor Strange,United States,Scott Derrickson,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong, Michael Stuhlbarg, Benjamin Bratt",2016,"November 12, 2019",PG-13,116 min,"Action-Adventure, Fantasy, Superhero",7.122
379,Movie,Aladdin (2019),United States,Guy Ritchie,"Will Smith, Mena Massoud, Naomi Scott, Marwan Kenzari, Navid Negahban, Nasim Pedrad",2019,"January 8, 2020",PG,135 min,"Action-Adventure, Family, Fantasy",7.113
909,Movie,The Muppet Movie,"United Kingdom, United States",James Frawley,"Jim Henson, Frank Oz, Jerry Nelson, Richard Hunt, Dave Goelz, Charles Durning",1979,"November 12, 2019",G,95 min,"Action-Adventure, Comedy, Family",7.105
887,Movie,The Hunchback of Notre Dame,"United States, France","Gary Trousdale, Kirk Wise","Tom Hulce, Demi Moore, Tony Jay, Kevin Kline, Paul Kandel, Jason Alexander",1996,"November 12, 2019",G,96 min,"Action-Adventure, Animation, Family",7.105
652,Movie,Lady and the Tramp,United States,Charlie Bean,"Tessa Thompson, Justin Theroux, Sam Elliott, Ashley Jensen, Janelle Monáe, Kiersey Clemons",2019,"November 12, 2019",PG,111 min,"Action-Adventure, Comedy, Family",7.103
508,Movie,Corn Chips,United States,Jack Hannah,Unknown,1951,"November 12, 2019",TV-G,7 min,"Animation, Comedy, Family",7.1
332,Movie,Dragon Around,United States,Jack Hannah,Unknown,1954,"April 3, 2020",TV-G,7 min,"Animation, Family",7.1
815,Movie,Snow White and The Seven Dwarfs,United States,David Hand,"Adriana Caselotti, Harry Stockwell, Lucille LaVerne, Moroni Olsen, Billy Gilbert, Pinto Colvig",1937,"November 12, 2019",G,84 min,"Animation, Family, Fantasy",7.1
177,Movie,Dr. Seuss' Horton Hears a Who!,United States,"Jimmy Hayward, Steve Martino","Jim Carrey, Steve Carell, Will Arnett, Seth Rogen, Isla Fisher, Amy Poehler",2008,"January 1, 2021",G,88 min,"Animation, Comedy, Family",7.1
759,Movie,Pluto's Christmas Tree,United States,Jack Hannah,"Jimmy MacDonald, Pinto Colvig, Clarence Nash, Ruth Clifford, Dessie Miller",1952,"November 12, 2019",TV-Y7,7 min,"Animation, Family, Kids",7.1
751,Movie,Pinocchio,United States,"Ben Sharpsteen, Hamilton Luske","Dickie Jones, Christian Rub, Cliff Edwards, Evelyn Venable, Walter Catlett, Charles Judels",1940,"November 12, 2019",G,90 min,"Animation, Family, Fantasy",7.1
112,Movie,Strange Magic,"United States, Canada, United Kingdom, Singapore, Australia, Thailand",Gary Rydstrom,"Alan Cumming, Evan Rachel Wood, Elijah Kelley, Meredith Anne Bull, Sam Palladio, Kristin Chenoweth",2015,"June 11, 2021",PG,101 min,"Action-Adventure, Animation, Family",7.1
164,Movie,Marvel's Behind the Mask,Unknown,Unknown,Unknown,2021,"February 12, 2021",TV-14,65 min,"Anthology, Documentary",7.1
157,Movie,Myth: A Frozen Tale,United States,Jeff Gipson,Evan Rachel Wood,2021,"February 26, 2021",TV-G,12 min,"Animation, Family, Fantasy",7.1
713,Movie,Miracle at Midnight,United States,Ken Cameron,"Sam Waterston, Mia Farrow, Justin Whalin, Patrick Malahide, Benedick Blythe",1998,"November 12, 2019",TV-14,89 min,"Drama, Historical",7.1
57,Movie,Maleficent,"United States, United Kingdom",Robert Stromberg,"Angelina Jolie, Sharlto Copley, Elle Fanning, Sam Riley, Imelda Staunton, Juno Temple",2014,"October 1, 2021",PG,99 min,"Action-Adventure, Family, Fantasy",7.09
450,Movie,Auntie Edna,United States,Ted Mathot,"Brad Bird, Eli Fucile, Maeve Andrews, Nick Bird, Noelle Zuber, Craig Nelson",2018,"November 12, 2019",TV-G,7 min,"Animation, Comedy, Family",7.088
333,Movie,Elephant,United States,Mark Linfield,"Meghan,  The Duchess of Sussex",2020,"April 3, 2020",G,89 min,"Animals & Nature, Documentary, Family",7.082
901,Movie,The Living Desert,United States,James Algar,Winston Hibler,1953,"November 12, 2019",G,69 min,"Animals & Nature, Documentary, Family",7.08
705,Movie,Mickey's Once Upon a Christmas,United States,"Bradley Raymond, Jun Falkenstein, Bill Speers","Kelsey Grammer, Wayne Allwine, Russi Taylor, Tony Anselmo, Diane Michelle, Tress MacNeille",1999,"November 12, 2019",TV-G,67 min,"Animation, Anthology, Comedy",7.077
672,Movie,Luxo Jr.,United States,Unknown,Unknown,1986,"November 12, 2019",G,2 min,"Animation, Comedy, Family",7.07
712,Movie,Miracle,"Canada, United States",Gavin O'Connor,"Kurt Russell, Patricia Clarkson, Noah Emmerich, Sean McCann, Kenneth Welsh, Eddie Cahill",2004,"November 12, 2019",PG,137 min,"Drama, Historical, Sports",7.062
606,Movie,Hocus Pocus,United States,Kenny Ortega,"Bette Midler, Sarah Parker, Kathy Najimy, Omri Katz, Thora Birch, Vinessa Shaw",1993,"November 12, 2019",PG,96 min,"Comedy, Family, Fantasy",7.055
429,Movie,"20,000 Leagues Under the Sea",United States,Richard Fleischer,"Kirk Douglas, James Mason, Paul Lukas, Peter Lorre, Robert Wilke, Ted de Corsia",1954,"November 12, 2019",G,127 min,"Action-Adventure, Family, Science Fiction",7.055
693,Movie,Marvel Studios' Thor,United States,Kenneth Branagh,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins, Stellan Skarsgård, Kat Dennings",2011,"November 12, 2019",PG-13,116 min,"Action-Adventure, Fantasy, Superhero",7.045
130,Movie,22 vs. Earth,Unknown,Kevin Nolting,"Tina Fey, Richard Ayoade, Alice Braga",2021,"April 30, 2021",TV-PG,9 min,"Animation, Comedy, Family",7.045
558,Movie,Finding Dory,United States,"Andrew Stanton, Angus MacLane","Ellen DeGeneres, Albert Brooks, Ed O'Neill, Kaitlin Olson, Hayden Rolence, Ty Burrell",2016,"November 12, 2019",PG,98 min,"Action-Adventure, Animation, Comedy",7.042
48,Movie,Mickey's Tale of Two Witches,Unknown,Jeff Gordon,"Bret Iwan, Kaitlyn Robrock, Bill Farmer, Daniel Ross, Tress MacNeille, Jim Cummings",2021,"October 8, 2021",TV-Y,47 min,"Animation, Family, Fantasy",7.041
1022,Movie,The Great Mouse Detective,United States,"John Musker, Ron Clements, Dave Michener","Vincent Price, Barrie Ingham, Val Bettin, Susanne Pollatschek, Candy Candido, Diana Chesney",1986,"October 1, 2019",G,75 min,"Animation, Family, Mystery",7.041
1032,Movie,Captain Sparky vs. The Flying Saucers,United States,Mark Waring,Charlie Tahan,2012,"April 1, 2020",TV-G,2 min,"Action-Adventure, Animals & Nature, Animation",7.038
252,Movie,Howard,United States,Don Hahn,Howard Ashman,2020,"August 7, 2020",TV-PG,95 min,"Biographical, Documentary, Music",7.028
504,Movie,Clock Cleaners,United States,Ben Sharpsteen,Unknown,1937,"November 12, 2019",TV-G,9 min,"Animation, Comedy, Family",7.025
1016,Movie,Bedknobs and Broomsticks,United States,Robert Stevenson,"Angela Lansbury, David Tomlinson, Roddy McDowall, Sam Jaffe, John Ericson, Bruce Forsyth",1971,"October 1, 2019",G,118 min,"Comedy, Family, Fantasy",7.022
32,Movie,Willow,Unknown,Unknown,Unknown,2021,"November 12, 2021",TV-PG,3 min,"Action-Adventure, Fantasy",7.02
174,Movie,Toy Story: That Time Forgot,United States,Steve Purcell,"Tom Hanks, Tim Allen, Kristen Schaal, Kevin McKidd, Emily Hahn, Wallace Shawn",2014,"January 8, 2021",TV-G,22 min,"Action-Adventure, Animation, Comedy",7.019
544,Movie,Dug's Special Mission,United States,Ronnie Del Carmen,"Bob Peterson, Delroy Lindo, Jerome Ranft",2009,"November 12, 2019",TV-PG,6 min,"Animation, Comedy, Family",7.017
537,Movie,Disneynature Wings of Life,"United States, Panama, Mexico",Louie Schwartzberg,Meryl Streep,2011,"November 12, 2019",G,81 min,"Animals & Nature, Documentary, Family",7.015
471,Movie,Brave,"United States, United Kingdom","Mark Andrews, Brenda Chapman","Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters, Robbie Coltrane, Kevin McKidd",2012,"November 12, 2019",PG,94 min,"Animation, Coming of Age, Family",7.013
826,Movie,Starstruck,United States,Michael Grossman,"Sterling Knight, Danielle Campbell, Maggie Castle, Brandon Smith, Chelsea Staub, Beth Littleford",2010,"November 12, 2019",TV-G,81 min,"Comedy, Coming of Age, Music",7.012
972,Movie,Toy Story Toons: Hawaiian Vacation,United States,Gary Rydstrom,"Tom Hanks, Tim Allen, Joan Cusack, Kristen Schaal, Wallace Shawn, Axel Geddes",2011,"November 12, 2019",G,6 min,"Animation, Comedy, Family",7.011
748,Movie,Phineas and Ferb the Movie: Across the 2nd Dimension,"United States, Taiwan, China","Dan Povenmire, Robert Hughes","Vincent Martella, Ashley Tisdale, Thomas Brodie-Sangster, Caroline Rhea, Richard O'Brien, Dan Povenmire",2011,"November 12, 2019",TV-G,79 min,"Action-Adventure, Animation, Comedy",7.01
454,Movie,Bambi,United States,David Hand,Unknown,1942,"November 12, 2019",G,72 min,"Animation, Drama, Family",7.006
708,Movie,Mickey's Twice Upon a Christmas,United States,Matthew O'Callaghan,"Wayne Allwine, Tony Anselmo, Jeff Bennett, Jim Cummings, Bill Farmer, Tress MacNeille",2004,"November 12, 2019",G,70 min,"Animation, Anthology, Comedy",7.003
348,Movie,Frankenweenie,United States,Tim Burton,"Catherine O'Hara, Martin Short, Martin Landau, Charlie Tahan, Atticus Shaffer, Winona Ryder",2012,"April 1, 2020",PG,88 min,"Animation, Comedy, Drama",7.0
93,Movie,Secrets of the Bull Shark,Unknown,Unknown,Keston John,2020,"July 16, 2021",TV-14,44 min,"Animals & Nature, Documentary",7.0
178,Movie,Great Shark Chow Down,Unknown,Mark Woodward,Dan Nachtrab,2019,"January 1, 2021",TV-PG,45 min,"Animals & Nature, Documentary",7.0
613,Movie,How Dogs Got Their Shapes,United States,Unknown,Jake Robards,2016,"November 12, 2019",TV-PG,44 min,"Animals & Nature, Documentary, Family",7.0
761,Movie,Pluto's Sweater,United States,Charles Nichols,Unknown,1949,"November 12, 2019",TV-G,7 min,"Animation, Comedy, Family",7.0
1018,Movie,Brave Little Tailor,United States,Bill Roberts,"Walt Disney, Marcelite Garner, Eddie Holden",1938,"October 1, 2019",TV-PG,9 min,"Action-Adventure, Animation, Comedy",7.0
270,Movie,The Undefeated Presents: Hamilton In-Depth,United States,Unknown,"Lin-Manuel Miranda, Thomas Kail, Renee Goldsberry, Leslie Odom Jr., Daveed Diggs, Phillipa Soo",2020,"July 5, 2020",TV-PG,33 min,"Historical, Musical",7.0
267,Movie,Hamilton: History Has Its Eyes on You,United States,Unknown,"Lin-Manuel Miranda, Thomas Kail, Christopher Jackson, Leslie Odom Jr., Phillipa Soo, Renee Goldsberry",2020,"July 10, 2020",TV-PG,47 min,"Historical, Musical",7.0
293,Movie,Chasing the Equinox,Unknown,Kenny Scott,Stefan Frank,2019,"June 5, 2020",TV-PG,45 min,Documentary,7.0
687,Movie,Marvel Studios' Guardians of the Galaxy,United States,James Gunn,"Chris Pratt, Zoë Saldana, Dave Bautista, Vin Diesel, Bradley Cooper, Lee Pace",2014,"November 12, 2019",PG-13,122 min,"Action-Adventure, Comedy, Science Fiction",7.0
804,Movie,Secrets of Life,United States,James Algar,Winston Hibler,1956,"November 12, 2019",TV-PG,70 min,"Animals & Nature, Documentary, Family",7.0
322,Movie,A Celebration of the Music from Coco,United States,Ron de Moraes,"Benjamin Bratt, Eva Longoria, Carlos Rivera, Natalia Jiménez, Alanna Ubach, Jaime Camil",2020,"April 10, 2020",TV-PG,48 min,"Concert Film, Music, Musical",7.0
718,Movie,Monsters University,United States,Dan Scanlon,"Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren, Peter Sohn, Joel Murray",2013,"November 12, 2019",G,104 min,"Animation, Buddy, Comedy",7.0
550,Movie,Eight Below,United States,Frank Marshall,"Paul Walker, Bruce Greenwood, Moon Bloodgood, Wendy Crewson, Gerard Plunkett, August Schellenberg",2006,"November 12, 2019",PG,122 min,"Action-Adventure, Animals & Nature, Drama",7.0
319,Movie,Jane Goodall: The Hope,United States,"Elizabeth Leiter, Kimberly Woodard",Jane Goodall,2020,"April 22, 2020",TV-14,89 min,"Biographical, Documentary",7.0
545,Movie,Dumbo,"United States, United Kingdom, Australia, Canada",Tim Burton,"Colin Farrell, Michael Keaton, Danny DeVito, Eva Green, Alan Arkin, Nico Parker",2019,"November 12, 2019",PG,117 min,"Action-Adventure, Family, Fantasy",7.0
264,Movie,Lost City of Machu Picchu,United States,Unknown,Craig Sechler,2019,"July 17, 2020",TV-14,44 min,"Documentary, Family",7.0
153,Movie,Doc McStuffins: The Doc Is In,Unknown,Chris Hamilton,"Laya DeLeon Hayes, Loretta Devine, Lara Jill Miller, Robbie Rist, Anthony Anderson, Dr Myiesha Taylor,  MD",2020,"March 12, 2021",TV-Y,24 min,"Animation, Kids, Medical",7.0
415,Movie,Marvel Rising: Chasing Ghosts,United States,Unknown,"Dee Baker, Chloe Bennet, Dove Cameron, Skai Jackson, Kathreen Khavari, Kamil McFadden",2019,"December 1, 2019",TV-Y7-FV,24 min,"Action-Adventure, Animation, Superhero",7.0
228,Movie,X2,"Canada, United States",Bryan Singer,"Patrick Stewart, Hugh Jackman, Ian McKellen, Halle Berry, Famke Janssen, James Marsden",2003,"October 9, 2020",PG-13,134 min,"Action-Adventure, Family, Science Fiction",7.0
854,Movie,The Art of Skiing,United States,Jack Kinney,John McLeish,1941,"November 12, 2019",TV-G,8 min,"Animation, Comedy, Family",7.0
169,Movie,Texas Storm Squad,Unknown,Natalie Hewit,Sam Douglas,2020,"January 29, 2021",TV-14,44 min,Documentary,7.0
808,Movie,Simpsons Movie,United States,David Silverman,"Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith, Harry Shearer, Hank Azaria",2007,"November 12, 2019",PG-13,88 min,"Action-Adventure, Animation, Comedy",6.999
556,Movie,Fantasia 2000,United States,"Pixote Hunt, Hendel Butoy, Eric Goldberg","Steve Martin, Itzhak Perlman, Quincy Jones, Bette Midler, James Jones, Penn Teller",2000,"November 12, 2019",G,76 min,"Animation, Family, Fantasy",6.994
389,Movie,Cool Runnings,United States,Jon Turteltaub,"Leon , Doug Doug, Rawle Lewis, Malik Yoba, Raymond Barry, Larry Gilman",1993,"January 1, 2020",PG,99 min,"Biographical, Comedy, Family",6.99
850,Movie,The African Lion,United States,James Algar,Winston Hibler,1955,"November 12, 2019",G,72 min,"Animals & Nature, Documentary, Family",6.983
431,Movie,A Goofy Movie,"United States, Australia, France, Canada",Kevin Lima,"Bill Farmer, Jason Marsden, Jim Cummings, Kellie Martin, Rob Paulsen, Wallace Shawn",1995,"November 12, 2019",G,81 min,"Action-Adventure, Animation, Comedy",6.983
449,Movie,Atlantis: The Lost Empire,United States,"Gary Trousdale, Kirk Wise","Michael Fox, James Garner, Cree Summer, Don Novello, Phil Morris, Claudia Christian",2001,"November 12, 2019",PG,98 min,"Action-Adventure, Animation, Family",6.982
626,Movie,Invincible,United States,Ericson Core,"Mark Wahlberg, Greg Kinnear, Elizabeth Banks, Michael Rispoli, Kevin Conway, Kirk Acevedo",2006,"November 12, 2019",PG,105 min,"Biographical, Family, Sports",6.973
229,Movie,Mr. Holland's Opus,United States,Stephen Herek,"Richard Dreyfuss, Glenne Headly, Jay Thomas, W.H. Macy, Alicia Witt, Jean Kelly",1996,"October 2, 2020",PG,143 min,"Drama, Music",6.969
430,Movie,A Bug's Life,United States,John Lasseter,"Dave Foley, Kevin Spacey, Julia Louis-Dreyfus, Hayden Panettiere, Phyllis Diller, Richard Kind",1998,"November 12, 2019",G,98 min,"Animation, Comedy, Family",6.968
352,Movie,The Odd Life of Timothy Green,United States,Peter Hedges,"Jennifer Garner, Joel Edgerton, Dianne Wiest, CJ Adams, Rosemarie DeWitt, Ron Livingston",2012,"April 1, 2020",PG,106 min,"Drama, Family, Fantasy",6.968
277,Movie,While You Were Sleeping,United States,Jon Turteltaub,"Sandra Bullock, Bill Pullman, Peter Gallagher, Peter Boyle, Glynis Johns, Micole Mercurio",1995,"July 3, 2020",PG,104 min,"Comedy, Drama, Romance",6.964
4,Movie,Becoming Cousteau,United States,Liz Garbus,"Jacques Yves Cousteau, Vincent Cassel",2021,"November 24, 2021",PG-13,94 min,"Biographical, Documentary",6.952
764,Movie,Pollyanna,United States,David Swift,"Jane Wyman, Richard Egan, Karl Malden, Nancy Olson, Adolphe Menjou, Donald Crisp",1960,"November 12, 2019",G,135 min,"Coming of Age, Drama, Family",6.952
812,Movie,Sleeping Beauty,United States,Clyde Geronimi,"Mary Costa, Eleanor Audley, Barbara Luddy, Taylor Holmes, Bill Shirley, Verna Felton",1959,"November 12, 2019",G,77 min,"Animation, Family, Fantasy",6.945
896,Movie,The Lion King 2: Simba's Pride,"United States, Australia",Darrell Rooney,"Matthew Broderick, Neve Campbell, Andy Dick, Robert Guillaume, James Jones, Moira Kelly",1998,"November 12, 2019",G,84 min,"Action-Adventure, Animation, Family",6.945
920,Movie,The Princess Diaries,"United States, United Kingdom",Garry Marshall,"Anne Hathaway, Heather Matarazzo, Hector Elizondo, Mandy Moore, Caroline Goodall, Robert Schwartzman",2001,"November 12, 2019",G,116 min,"Comedy, Coming of Age, Family",6.942
486,Movie,Cars,United States,John Lasseter,"Owen Wilson, Paul Newman, Bonnie Hunt, Larry the Cable Guy , Cheech Marin, Tony Shalhoub",2006,"November 12, 2019",G,117 min,"Animation, Comedy, Family",6.938
309,Movie,Homeward Bound: The Incredible Journey,United States,Duwayne Dunham,"Robert Hays, Kim Greist, Jean Smart, Veronica Lauren, Kevin Chevalia, Benj Thall",1993,"May 1, 2020",G,85 min,"Action-Adventure, Animals & Nature, Family",6.937
534,Movie,Disneynature Chimpanzee,"Tanzania, United States","Alastair Fothergill, Mark Linfield",Tim Allen,2012,"November 12, 2019",G,79 min,"Animals & Nature, Documentary, Family",6.936
